order_id,order_date,customer_id,customer_segment,pincode,product_id,product_name,category,brand,quantity,item_price,margin_percent,order_total,delivery_delay_minutes,distance_km,delivery_performance,rating,sentiment,feedback_category,stock_received,damaged_stock,usable_stock,damage_%,is_delayed_flag,negative_feedback_flag,gross_margin_value,distance_bucket
5003387344,2024-06-23 10:53:47,26592009,Premium,16283,67197,Butter,Dairy & Breakfast,Shetty-Bora,3,552.2,20,2475.69,-5,4.52,On Time,4,Neutral,Delivery,3,0,3,0.00%,0,0,495.138,4-5 km
2064484752,2024-05-07 22:42:49,89995124,Premium,833041,937542,Wheat Flour,Grocery & Staples,Khurana and Sons,3,97.04,15,1949.92,-5,2.29,On Time,3,Neutral,Customer Service,1,1,0,100.00%,0,0,292.488,2-3 km
964822979,2024-07-13 10:38:00,88520326,Premium,37026,455755,Detergent,Household Care,Mangal-Sathe,2,44.09,25,5804.23,-2,1.09,On Time,3,Negative,Product Quality,0,0,0,0.00%,0,1,1451.0575,1-2 km
6037899648,2024-03-27 17:44:43,22738465,Inactive,890953,669378,Potatoes,Fruits & Vegetables,Chadha and Sons,1,212.14,25,1231.03,4,4.56,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,307.7575,4-5 km
9347571484,2024-11-02 17:15:15,29562072,New,976259,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",2,877.98,35,3138.06,13,3.29,Slightly Delayed,3,Negative,Product Quality,3,0,3,0.00%,1,1,1098.321,3-4 km
3286177534,2023-06-24 23:52:15,10225164,Inactive,625283,891833,Curd,Dairy & Breakfast,Mani PLC,1,493.19,20,3612.26,-2,3.07,On Time,3,Neutral,Delivery,0,0,0,0.00%,0,0,722.452,3-4 km
9073572548,2023-05-02 23:13:42,97111069,Inactive,143574,60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,1,726.41,30,1091.89,22,4.77,Significantly Delayed,4,Neutral,Customer Service,0,0,0,0.00%,1,0,327.567,4-5 km
8395583761,2024-08-04 23:35:44,1989720,Inactive,232753,561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,3,874.78,30,410.62,-5,3.53,On Time,4,Positive,App Experience,4,0,4,0.00%,0,0,123.186,3-4 km
6355378227,2023-08-11 16:52:36,67092149,Premium,619381,993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",1,102.44,15,5019.02,-1,3.91,On Time,4,Positive,Customer Service,1,1,0,100.00%,0,0,752.853,3-4 km
277376321,2024-07-28 04:25:12,89784343,Premium,451264,94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",3,77.11,25,3694.48,-1,3.85,On Time,4,Positive,App Experience,0,0,0,0.00%,0,0,923.62,3-4 km
8559748526,2023-04-05 18:07:19,45868300,Premium,406941,552496,Dish Soap,Household Care,Dhar PLC,1,508,25,1152.09,1,0.94,On Time,4,Neutral,App Experience,4,0,4,0.00%,0,0,288.0225,0-1 km
1458051433,2024-04-26 09:14:56,50760752,New,100658,57405,Baby Food,Baby Care,Srinivas PLC,3,607.67,30,1055.18,-4,2.75,On Time,4,Neutral,App Experience,0,0,0,0.00%,0,0,316.554,2-3 km
5838302640,2023-05-12 05:46:25,96795047,New,679019,240179,Cough Syrup,Pharmacy,Ram-Suri,3,90.56,20,3377.44,7,1.7,Slightly Delayed,4,Neutral,App Experience,0,0,0,0.00%,1,0,675.488,1-2 km
1380971977,2024-06-02 13:04:55,16561710,New,881409,602241,Nuts,Snacks & Munchies,Bahl-Pau,3,976.55,35,3117.74,-5,4.09,On Time,3,Neutral,Product Quality,0,0,0,0.00%,0,0,1091.209,4-5 km
1221099013,2023-07-23 10:45:59,35156679,Premium,954583,131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",1,287.81,40,4335.11,2,3.15,On Time,4,Neutral,Customer Service,0,0,0,0.00%,0,0,1734.044,3-4 km
6771166303,2023-07-24 04:21:07,87718744,Regular,966966,677542,Toilet Cleaner,Household Care,Thaman-Lanka,3,212.61,25,816.38,12,2.55,Slightly Delayed,3,Negative,Product Quality,1,0,1,0.00%,1,1,204.095,2-3 km
7111337755,2023-05-06 05:52:44,10524732,Regular,134704,888807,Bread,Dairy & Breakfast,Arya Group,3,230.58,20,1550.71,-3,3.44,On Time,4,Neutral,Customer Service,4,0,4,0.00%,0,0,310.142,3-4 km
5562922993,2023-12-06 02:04:19,62416456,Inactive,121675,540618,Popcorn,Snacks & Munchies,Golla-Luthra,1,317.05,35,2292.64,3,1.64,On Time,4,Neutral,Product Quality,4,2,2,50.00%,0,0,802.424,1-2 km
5630957897,2024-06-18 07:17:42,69925688,Inactive,920703,876139,Pulses,Grocery & Staples,Cherian-Dara,2,415.75,15,827.44,4,3.92,On Time,4,Neutral,Delivery,3,0,3,0.00%,0,0,124.116,3-4 km
1787380558,2023-11-08 17:24:58,5140660,Inactive,164050,444361,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",3,822.63,20,2066.77,2,2.8,On Time,4,Neutral,App Experience,4,0,4,0.00%,0,0,413.354,2-3 km
32613017,2023-03-17 00:20:41,82594354,Regular,345071,451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",1,530.85,20,2354.28,0,4,On Time,5,Positive,Delivery,1,0,1,0.00%,0,0,470.856,3-4 km
2039041670,2024-11-01 09:45:47,88324928,Regular,137999,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",1,443.17,15,96.33,15,2.12,Slightly Delayed,4,Neutral,Product Quality,1,0,1,0.00%,1,0,14.4495,2-3 km
210693801,2024-08-21 03:59:25,71235336,Regular,551761,432617,Baby Wipes,Baby Care,Dora-Pillai,3,863.18,30,3561.22,2,2.5,On Time,3,Negative,Customer Service,0,0,0,0.00%,0,1,1068.366,2-3 km
8120002258,2024-01-01 00:05:08,57833505,New,805070,131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",1,287.81,40,1213.05,-4,2.43,On Time,3,Neutral,Delivery,0,0,0,0.00%,0,0,485.22,2-3 km
2177917034,2024-02-08 20:03:51,12402437,New,126465,144124,Detergent,Household Care,Lalla-Srinivasan,2,162.67,25,3134.8,9,0.73,Slightly Delayed,5,Positive,App Experience,3,2,1,66.67%,1,0,783.7,0-1 km
4254814926,2024-04-21 06:14:58,59890331,Premium,382306,324809,Bread,Dairy & Breakfast,Sidhu PLC,1,608,20,3818.33,-1,1.74,On Time,3,Negative,App Experience,4,0,4,0.00%,0,1,763.666,1-2 km
6074172790,2023-07-26 02:15:37,14944819,Premium,469217,888807,Bread,Dairy & Breakfast,Arya Group,2,230.58,20,2008.84,4,2.48,On Time,4,Positive,Customer Service,4,0,4,0.00%,0,0,401.768,2-3 km
3381573131,2024-07-16 00:33:21,67386193,Regular,488313,684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",1,727.95,35,114.52,-5,4.91,On Time,1,Negative,Delivery,0,0,0,0.00%,0,1,40.082,4-5 km
3773745777,2024-05-02 14:40:25,67701771,Premium,928001,734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",1,395.82,35,1488.19,0,3.31,On Time,4,Neutral,Customer Service,4,2,2,50.00%,0,0,520.8665,3-4 km
9251939156,2023-12-30 12:39:53,89910157,New,166001,876139,Pulses,Grocery & Staples,Cherian-Dara,3,415.75,15,891.6,7,2.35,Slightly Delayed,4,Positive,App Experience,3,0,3,0.00%,1,0,133.74,2-3 km
3872982303,2024-02-03 01:04:33,15484407,Premium,457519,56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",2,517.77,20,1779.45,1,2.6,On Time,4,Neutral,Delivery,4,0,4,0.00%,0,0,355.89,2-3 km
2625987757,2023-08-01 07:42:43,10769994,Regular,766033,890232,Mango Drink,Cold Drinks & Juices,Jha Group,1,432,30,169.88,2,4.7,On Time,3,Neutral,Delivery,0,0,0,0.00%,0,0,50.964,4-5 km
3162249401,2024-05-03 13:21:58,85519349,New,99406,432617,Baby Wipes,Baby Care,Dora-Pillai,1,863.18,30,4406.98,0,1.72,On Time,4,Positive,Delivery,0,0,0,0.00%,0,0,1322.094,1-2 km
3108986741,2023-10-17 19:29:19,49241309,Inactive,751303,687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",3,317.82,30,2401.92,1,2.09,On Time,3,Negative,Product Quality,1,0,1,0.00%,0,1,720.576,2-3 km
1851474741,2023-11-01 13:29:17,23348269,Inactive,398963,970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",3,827.44,30,3742.79,9,4.09,Slightly Delayed,2,Negative,Product Quality,3,2,1,66.67%,1,1,1122.837,4-5 km
2425099132,2023-08-15 01:15:08,85016568,Regular,355326,604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",2,397.55,25,2498.22,4,1.07,On Time,4,Neutral,Product Quality,1,0,1,0.00%,0,0,624.555,1-2 km
6706793332,2024-10-09 21:50:33,6247821,Regular,691869,615545,Soap,Personal Care,Barman Inc,2,448.16,35,949.75,12,2.99,Slightly Delayed,2,Negative,Delivery,0,0,0,0.00%,1,1,332.4125,2-3 km
2149289255,2024-11-01 15:00:29,57579640,Premium,847223,567671,Biscuits,Snacks & Munchies,Nagar LLC,3,418.48,35,2687.31,19,2.56,Significantly Delayed,3,Negative,Product Quality,3,0,3,0.00%,1,1,940.5585,2-3 km
1971008155,2023-10-23 22:23:41,2457734,Premium,317271,222892,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,1,869.22,25,1866.01,-4,0.86,On Time,1,Negative,App Experience,4,0,4,0.00%,0,1,466.5025,0-1 km
2087093460,2024-07-11 11:31:57,59329145,Regular,776510,34186,Mangoes,Fruits & Vegetables,Mandal-Kar,2,925.65,25,4198.33,-1,0.77,On Time,4,Neutral,Delivery,0,0,0,0.00%,0,0,1049.5825,0-1 km
2116712588,2023-11-11 20:33:38,24043135,Inactive,339705,891833,Curd,Dairy & Breakfast,Mani PLC,1,493.19,20,44.35,3,4.26,On Time,3,Neutral,Delivery,0,0,0,0.00%,0,0,8.87,4-5 km
6054358790,2024-01-26 10:11:06,59216664,Regular,284974,532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,1,307.23,40,3217.7,-5,3.96,On Time,3,Neutral,Product Quality,0,0,0,0.00%,0,0,1287.08,3-4 km
532660797,2024-05-20 06:25:18,41008070,New,129888,962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,2,16.86,30,2683.73,14,4.9,Slightly Delayed,3,Neutral,Delivery,3,2,1,66.67%,1,0,805.119,4-5 km
1491991005,2024-03-04 08:49:03,52215833,Regular,414814,33955,Frozen Pizza,Instant & Frozen Food,Baral Group,1,186.08,40,3472.55,0,0.89,On Time,3,Negative,Product Quality,0,0,0,0.00%,0,1,1389.02,0-1 km
4136019599,2024-03-23 18:38:14,74179536,Inactive,835800,644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",3,622.81,15,1131.05,3,4.58,On Time,4,Positive,App Experience,0,0,0,0.00%,0,0,169.6575,4-5 km
2122832513,2024-02-17 19:48:14,55028958,New,918618,954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,1,616.45,40,2037.94,20,3.97,Significantly Delayed,1,Negative,Customer Service,3,0,3,0.00%,1,1,815.176,3-4 km
3717703595,2023-04-24 21:33:02,88965399,Regular,563500,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,3,154.5,20,1756.7,-1,2.48,On Time,4,Positive,Delivery,4,0,4,0.00%,0,0,351.34,2-3 km
3194733693,2023-07-05 10:13:13,21866852,Premium,428400,240179,Cough Syrup,Pharmacy,Ram-Suri,2,90.56,20,2552.88,7,1.74,Slightly Delayed,4,Neutral,Product Quality,0,0,0,0.00%,1,0,510.576,1-2 km
4471162437,2024-02-06 12:38:50,27971619,New,466962,820973,Baby Wipes,Baby Care,Lall LLC,1,114.52,30,3355.65,0,3.78,On Time,4,Neutral,App Experience,0,0,0,0.00%,0,0,1006.695,3-4 km
1609331948,2024-01-04 14:06:21,8791577,Regular,999631,490602,Sugar,Grocery & Staples,Raghavan Inc,3,549.47,15,3648.36,0,1.56,On Time,3,Neutral,Product Quality,3,0,3,0.00%,0,0,547.254,1-2 km
6920030794,2024-06-24 02:37:36,70372270,New,993809,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",2,906.54,35,2936.64,-2,3.47,On Time,3,Negative,Customer Service,3,0,3,0.00%,0,1,1027.824,3-4 km
5127172657,2024-06-11 18:11:31,32293017,Inactive,371366,913428,Pet Treats,Pet Care,Narayanan-Kumar,2,392.22,35,2185.5,20,4.41,Significantly Delayed,4,Positive,Product Quality,4,0,4,0.00%,1,0,764.925,4-5 km
8607115856,2023-10-09 04:42:34,15931134,Inactive,121150,324809,Bread,Dairy & Breakfast,Sidhu PLC,1,608,20,739.34,-3,2.33,On Time,4,Neutral,Customer Service,4,0,4,0.00%,0,0,147.868,2-3 km
7154957395,2023-04-09 10:10:33,60700850,Regular,311501,516376,Onions,Fruits & Vegetables,Agarwal-Dhar,1,877.43,25,2696.84,0,2.28,On Time,3,Neutral,App Experience,0,0,0,0.00%,0,0,674.21,2-3 km
2070762702,2023-10-04 10:20:55,34761418,New,401933,566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",3,87.3,20,2457.2,15,3.61,Slightly Delayed,4,Positive,Product Quality,0,0,0,0.00%,1,0,491.44,3-4 km
3697242439,2024-10-15 12:30:13,99361865,New,172106,897083,Detergent,Household Care,Dutta-Halder,2,972.69,25,2179.49,-1,4.71,On Time,3,Neutral,Customer Service,0,0,0,0.00%,0,0,544.8725,4-5 km
3063427913,2023-09-21 02:17:46,75984768,Regular,737567,799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,2,922.64,20,4419.03,3,4.76,On Time,4,Positive,Customer Service,0,0,0,0.00%,0,0,883.806,4-5 km
2060061337,2023-04-15 22:56:08,29272253,New,373917,690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",1,951.27,35,3041.62,12,3.08,Slightly Delayed,1,Negative,App Experience,0,0,0,0.00%,1,1,1064.567,3-4 km
4625892678,2023-06-18 19:23:45,80371626,New,865438,317242,Pulses,Grocery & Staples,Rastogi Group,1,198.15,15,3166.49,4,2.74,On Time,1,Negative,Delivery,3,0,3,0.00%,0,1,474.9735,2-3 km
6045698170,2024-01-24 17:03:49,666589,Regular,852969,965755,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",3,532.57,25,222.15,5,3.86,On Time,5,Positive,Delivery,0,0,0,0.00%,0,0,55.5375,3-4 km
7876289647,2024-08-07 07:55:29,98858383,Regular,875536,863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",1,242.57,35,3218.62,12,2.54,Slightly Delayed,4,Neutral,Delivery,1,1,0,100.00%,1,0,1126.517,2-3 km
3434084714,2024-02-02 02:54:20,46836361,Premium,287396,264803,Vitamins,Pharmacy,Gole-Doshi,2,995.98,20,1179.41,-2,3.51,On Time,4,Positive,Product Quality,3,0,3,0.00%,0,0,235.882,3-4 km
9031695663,2024-01-17 01:23:06,94730288,Regular,721290,697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",1,123.74,25,2316.01,6,3.71,Slightly Delayed,2,Negative,App Experience,3,0,3,0.00%,1,1,579.0025,3-4 km
1955989715,2023-12-27 06:52:23,77862447,New,410832,679284,Cough Syrup,Pharmacy,Pant LLC,1,877.89,20,1931.35,2,4.81,On Time,4,Neutral,Product Quality,3,2,1,66.67%,0,0,386.27,4-5 km
3459500455,2023-12-18 00:37:55,16379942,Inactive,332997,992178,Pain Reliever,Pharmacy,Basu and Sons,1,632.43,20,2581.78,2,2.66,On Time,4,Positive,Customer Service,0,0,0,0.00%,0,0,516.356,2-3 km
5953376503,2024-05-25 03:53:54,79169760,New,233710,300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",1,44.35,30,650.2,16,0.56,Significantly Delayed,5,Positive,Customer Service,1,0,1,0.00%,1,0,195.06,0-1 km
121874867,2023-03-28 00:53:55,94529626,New,762221,952124,Onions,Fruits & Vegetables,"Wali, Sood and Bala",3,127.08,25,2596.92,-5,3.08,On Time,5,Positive,Delivery,0,0,0,0.00%,0,0,649.23,3-4 km
2460545397,2024-10-27 11:26:03,42872865,Inactive,876401,925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,1,475.04,40,474.34,11,2.53,Slightly Delayed,3,Neutral,Product Quality,3,0,3,0.00%,1,0,189.736,2-3 km
9690050839,2024-01-13 02:34:24,55803572,Premium,391552,500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,2,154.5,20,2551.93,5,3.82,On Time,4,Neutral,App Experience,4,0,4,0.00%,0,0,510.386,3-4 km
2574349065,2024-04-17 14:33:32,51547198,Premium,730715,123983,Cough Syrup,Pharmacy,Kurian-Chhabra,3,785.67,20,4476.55,1,1.72,On Time,4,Neutral,Customer Service,3,2,1,66.67%,0,0,895.31,1-2 km
2461936988,2023-07-20 23:11:57,14428954,Premium,607637,272170,Ice Cream,Instant & Frozen Food,Purohit Group,2,140.8,40,4196.95,19,4.4,Significantly Delayed,5,Positive,App Experience,3,2,1,66.67%,1,0,1678.78,4-5 km
6447596416,2023-10-08 18:18:29,76987910,Inactive,847001,70969,Carrots,Fruits & Vegetables,Mohan Group,1,631.7,25,4965.12,-4,4.27,On Time,4,Positive,Customer Service,3,0,3,0.00%,0,0,1241.28,4-5 km
7228452275,2023-05-13 01:06:33,42262168,Regular,606137,757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",2,98.32,35,326.42,0,4.62,On Time,2,Negative,App Experience,3,0,3,0.00%,0,1,114.247,4-5 km
6696750742,2023-04-02 17:43:16,5277675,Premium,373380,14145,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",2,630.84,25,2509.56,0,4.39,On Time,5,Positive,App Experience,0,0,0,0.00%,0,0,627.39,4-5 km
822235931,2023-08-09 07:17:16,44410149,New,600152,611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",3,482.06,40,4866.15,15,1.42,Slightly Delayed,4,Neutral,Customer Service,4,2,2,50.00%,1,0,1946.46,1-2 km
7678251499,2023-04-23 13:27:40,17805991,New,819317,704868,Detergent,Household Care,"Parikh, Oak and Kara",1,193.46,25,3141.37,5,1.85,On Time,2,Negative,Product Quality,4,2,2,50.00%,0,1,785.3425,1-2 km
2497341976,2023-09-21 09:06:49,9097480,Premium,207496,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,1,568.94,15,3414.57,1,1.33,On Time,1,Negative,App Experience,4,0,4,0.00%,0,1,512.1855,1-2 km
9107314128,2024-05-20 16:19:17,79591237,Premium,394025,820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",3,576.22,25,545.49,-1,2.2,On Time,2,Negative,App Experience,4,0,4,0.00%,0,1,136.3725,2-3 km
9855726256,2023-05-17 07:50:53,8651281,Premium,173317,349294,Onions,Fruits & Vegetables,Ganesan Ltd,2,934.75,25,479.57,-2,0.96,On Time,4,Positive,App Experience,3,2,1,66.67%,0,0,119.8925,0-1 km
9398719862,2024-07-19 09:22:31,14991661,New,865476,615545,Soap,Personal Care,Barman Inc,2,448.16,35,4255,4,0.85,On Time,1,Negative,Delivery,3,0,3,0.00%,0,1,1489.25,0-1 km
379494532,2024-07-07 13:29:33,9650263,New,40161,654297,Potatoes,Fruits & Vegetables,Chandran-Dass,3,13.25,25,3609.27,2,3.39,On Time,5,Positive,Customer Service,4,2,2,50.00%,0,0,902.3175,3-4 km
1048784963,2023-09-07 13:18:38,58942207,Regular,861467,451933,Wheat Flour,Grocery & Staples,Nadig Ltd,2,568.94,15,1159.84,-5,2.18,On Time,4,Neutral,Product Quality,4,0,4,0.00%,0,0,173.976,2-3 km
4386246924,2024-08-27 10:06:15,69632084,Premium,59625,613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",2,545,35,2026.78,26,3.44,Significantly Delayed,3,Negative,Delivery,1,0,1,0.00%,1,1,709.373,3-4 km
2050362692,2024-10-30 11:23:04,79991320,New,316134,366066,Soap,Personal Care,Mandal LLC,1,918.58,35,2363.42,3,3.48,On Time,3,Neutral,Customer Service,0,0,0,0.00%,0,0,827.197,3-4 km
4142963293,2024-11-03 03:45:46,34567918,Inactive,550475,287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",1,443.17,15,3686.26,3,1.26,On Time,4,Neutral,Product Quality,1,0,1,0.00%,0,0,552.939,1-2 km
9753528654,2024-07-26 07:24:16,61522288,New,828461,137909,Cough Syrup,Pharmacy,Dalal PLC,1,864.3,20,109.03,-2,1.84,On Time,3,Neutral,Product Quality,4,2,2,50.00%,0,0,21.806,1-2 km
8126970833,2024-09-14 20:27:40,14161586,Premium,585408,700048,Dish Soap,Household Care,Khalsa-Bhavsar,3,141.28,25,4398.35,26,1.13,Significantly Delayed,4,Neutral,Delivery,0,0,0,0.00%,1,0,1099.5875,1-2 km
9747814712,2023-12-16 15:38:05,16359370,Premium,945900,256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",2,906.54,35,2333.7,3,1.23,On Time,5,Positive,Product Quality,3,0,3,0.00%,0,0,816.795,1-2 km
6281619403,2023-04-09 18:56:42,77921718,Premium,368568,131136,Salt,Grocery & Staples,Deshpande-Rama,2,37.8,15,3374.44,-5,4.51,On Time,5,Positive,Customer Service,4,0,4,0.00%,0,0,506.166,4-5 km
